Store code,the date,Number of sales,Unit cost,Selling price,Store code
1231645,07/08/2015,  1    ,  62    ,  73    ,
1267455,07/08/2015,  1    ,  95    ,  109    ,
1269345,07/08/2015,  1    ,  42    ,  50    ,
1275785,07/08/2015,  1    ,  41    ,  50    ,
1276755,07/08/2015,  1    ,  41    ,  50    ,
1276765,07/08/2015,  3    ,  46    ,  56    ,
1279631,07/08/2015,  1    ,  52    ,  69    ,
1294422,07/08/2015,  1    ,  89    ,  95    ,
1294511,07/08/2015,  1    ,  79    ,  85    ,
1294702,07/08/2015,  3    ,  62    ,  63    ,
1310523,07/08/2015,  3    ,  70    ,  102    ,
1316043,07/08/2015,  2    ,  140    ,  233    ,
1319593,07/08/2015,  1    ,  52    ,  55    ,
1319605,07/08/2015,  1    ,  64    ,  80    ,
1319633,07/08/2015,  1    ,  41    ,  50    ,
1345915,07/08/2015,  2    ,  71    ,  90    ,
1356241,07/08/2015,  2    ,  49    ,  63    ,
1363619,07/08/2015,  1    ,  121    ,  143    ,
1370669,07/08/2015,  2    ,  62    ,  92    ,
1380788,07/08/2015,  1    ,  89    ,  95    ,
1398161,07/08/2015,  2    ,  86    ,  76    ,
1403429,07/08/2015,  2    ,  88    ,  98    ,
1423426,07/08/2015,  1    ,  41    ,  50    ,
1429125,07/08/2015,  1    ,  64    ,  80    ,
1431318,07/08/2015,  1    ,  65    ,  67    ,
1434555,07/08/2015,  1    ,  41    ,  50    ,
1444116,07/08/2015,  1    ,  52    ,  74    ,
1455486,07/08/2015,  1    ,  130    ,  167    ,
1460642,07/08/2015,  1    ,  42    ,  50    ,
1460649,07/08/2015,  1    ,  65    ,  95    ,
1460654,07/08/2015,  3    ,  58    ,  69    ,
1463451,07/08/2015,  1    ,  47    ,  56    ,
1484789,07/08/2015,  2    ,  74    ,  85    ,
101462,08/08/2015,  2    ,  92    ,  120    ,
105122,08/08/2015,  1    ,  87    ,  95    ,
105426,08/08/2015,  1    ,  64    ,  94    ,
111687,08/08/2015,  2    ,  91    ,  118    ,
1125040,08/08/2015,  1    ,  52    ,  55    ,
1136017,08/08/2015,  3    ,  49    ,  72    ,
1136019,08/08/2015,- 1    ,  89    ,  95    ,
1136020,08/08/2015,  1    ,  64    ,  80    ,
1139627,08/08/2015,  1    ,  64    ,  94    ,
1140597,08/08/2015,  1    ,  62    ,  73    ,
1141327,08/08/2015,  1    ,  47    ,  56    ,
1141563,08/08/2015,  2    ,  62    ,  92    ,
1141564,08/08/2015,  1    ,  69    ,  91    ,
1141565,08/08/2015,  1    ,  87    ,  95    ,
1141567,08/08/2015,  1    ,  46    ,  60    ,
1143361,08/08/2015,  1    ,  62    ,  65    ,
1143363,08/08/2015,  2    ,  42    ,  50    ,
1143366,08/08/2015,  1    ,  89    ,  95    ,
1143405,08/08/2015,  1    ,  64    ,  80    ,
1144844,08/08/2015,  1    ,  89    ,  95    ,
1145004,08/08/2015,  1    ,  64    ,  80    ,
1145299,08/08/2015,  1    ,  95    ,  109    ,
1145346,08/08/2015,  2    ,  52    ,  61    ,
1145540,08/08/2015,  4    ,  52    ,  65    ,
1145678,08/08/2015,  3    ,  83    ,  96    ,
1147019,08/08/2015,  3    ,  108    ,  114    ,
1147091,08/08/2015,  2    ,  41    ,  50    ,
1147199,08/08/2015,  2    ,  44    ,  55    ,
1147541,08/08/2015,  1    ,  42    ,  50    ,
1147554,08/08/2015,  1    ,  79    ,  85    ,
1149711,08/08/2015,  1    ,  46    ,  60    ,
1149714,08/08/2015,  1    ,  114    ,  124    ,
1151738,08/08/2015,  1    ,  42    ,  50    ,
1151743,08/08/2015,  2    ,  50    ,  65    ,
1151862,08/08/2015,  3    ,  71    ,  97    ,
1152051,08/08/2015,  2    ,  50    ,  65    ,
1152052,08/08/2015,  2    ,  74    ,  88    ,
1152210,08/08/2015,  2    ,  57    ,  74    ,
1153461,08/08/2015,  2    ,  56    ,  82    ,
1153463,08/08/2015,  1    ,  62    ,  65    ,
1153467,08/08/2015,  1    ,  89    ,  95    ,
1153470,08/08/2015,  1    ,  41    ,  50    ,
1153471,08/08/2015,  2    ,  41    ,  50    ,
1153473,08/08/2015,  4    ,  46    ,  60    ,
1153511,08/08/2015,  1    ,  121    ,  114    ,
1153518,08/08/2015,  4    ,  54    ,  66    ,
1153519,08/08/2015,  2    ,  85    ,  119    ,
1153520,08/08/2015,  1    ,  89    ,  95    ,
1153521,08/08/2015,  3    ,  49    ,  60    ,
1153525,08/08/2015,  1    ,  46    ,  60    ,
1153528,08/08/2015,  1    ,  67    ,  77    ,
1156629,08/08/2015,  2    ,  88    ,  118    ,
1156658,08/08/2015,  1    ,  41    ,  50    ,
1160923,08/08/2015,  1    ,  42    ,  50    ,
1166831,08/08/2015,  1    ,  77    ,  87    ,
1168831,08/08/2015,  1    ,  41    ,  50    ,
1170701,08/08/2015,  2    ,  71    ,  79    ,
1172838,08/08/2015,  1    ,  46    ,  60    ,
1173031,08/08/2015,  1    ,  42    ,  50    ,
1176680,08/08/2015,  2    ,  66    ,  62    ,
1180626,08/08/2015,  3    ,  47    ,  66    ,
1181034,08/08/2015,  2    ,  80    ,  81    ,
1184404,08/08/2015,  2    ,  49    ,  59    ,
1196175,08/08/2015,  2    ,  97    ,  97    ,
1202418,08/08/2015,  2    ,  63    ,  54    ,
1204285,08/08/2015,  2    ,  47    ,  64    ,
1204518,08/08/2015,  1    ,  46    ,  71    ,
1216328,08/08/2015,  1    ,  41    ,  50    ,
1221484,08/08/2015,  2    ,  63    ,  70    ,
1225745,08/08/2015,  2    ,  44    ,  61    ,
1231645,08/08/2015,  1    ,  89    ,  95    ,
1232876,08/08/2015,  2    ,  54    ,  80    ,
1234443,08/08/2015,  1    ,  46    ,  60    ,
1267455,08/08/2015,  1    ,  64    ,  80    ,
1269345,08/08/2015,  1    ,  60    ,  86    ,
1271440,08/08/2015,  1    ,  41    ,  50    ,
1275785,08/08/2015,  1    ,  83    ,  57    ,
1276755,08/08/2015,  1    ,  41    ,  50    ,
1276765,08/08/2015,  1    ,  83    ,  57    ,
1287824,08/08/2015,  1    ,  114    ,  124    ,
1294511,08/08/2015,  2    ,  64    ,  73    ,
1294702,08/08/2015,  4    ,  120    ,  76    ,
1295811,08/08/2015,  1    ,  79    ,  85    ,
1310523,08/08/2015,  2    ,  68    ,  76    ,
1316043,08/08/2015,  1    ,  69    ,  91    ,
1319593,08/08/2015,  2    ,  103    ,  99    ,
1319605,08/08/2015,  1    ,  46    ,  71    ,
1343936,08/08/2015,  3    ,  72    ,  96    ,
1345915,08/08/2015,  1    ,  123    ,  95    ,
1348033,08/08/2015,  1    ,  95    ,  109    ,
1348733,08/08/2015,  2    ,  78    ,  87    ,
1363619,08/08/2015,  1    ,  42    ,  50    ,
1370669,08/08/2015,  5    ,  95    ,  119    ,
1380788,08/08/2015,  1    ,  88    ,  190    ,
1398161,08/08/2015,  1    ,  42    ,  50    ,
1403429,08/08/2015,  1    ,  41    ,  50    ,
1411640,08/08/2015,  2    ,  76    ,  84    ,
1423417,08/08/2015,  3    ,  69    ,  91    ,
1434555,08/08/2015,  1    ,  41    ,  50    ,
1444116,08/08/2015,  1    ,  46    ,  60    ,
1457717,08/08/2015,  1    ,  41    ,  50    ,
1463048,08/08/2015,  1    ,  89    ,  95    ,
1463473,08/08/2015,  2    ,  52    ,  61    ,
1491804,08/08/2015,  1    ,  67    ,  77    ,
111687,09/08/2015,  1    ,  69    ,  91    ,
1125039,09/08/2015,  2    ,  76    ,  84    ,
1125726,09/08/2015,  1    ,  190    ,  95    ,
1135618,09/08/2015,  1    ,  87    ,  95    ,
1136017,09/08/2015,  2    ,  107    ,  103    ,
1136019,09/08/2015,  1    ,  41    ,  50    ,
1136020,09/08/2015,  2    ,  60    ,  81    ,
1138567,09/08/2015,  2    ,  87    ,  65    ,
1141563,09/08/2015,  1    ,  89    ,  95    ,
1141567,09/08/2015,  1    ,  46    ,  71    ,
1143403,09/08/2015,  3    ,  52    ,  70    ,
1143405,09/08/2015,  1    ,  130    ,  167    ,
1145004,09/08/2015,  1    ,  47    ,  56    ,
1145347,09/08/2015,  1    ,  47    ,  56    ,
1145538,09/08/2015,  1    ,  93    ,  84    ,
1145540,09/08/2015,  2    ,  48    ,  63    ,
1147019,09/08/2015,  2    ,  100    ,  116    ,
1147091,09/08/2015,  1    ,  41    ,  50    ,
1147541,09/08/2015,  1    ,  60    ,  86    ,
1147554,09/08/2015,  2    ,  67    ,  77    ,
1149710,09/08/2015,  2    ,  83    ,  108    ,
1149711,09/08/2015,  1    ,  77    ,  87    ,
1149714,09/08/2015,  2    ,  61    ,  68    ,
1149718,09/08/2015,  1    ,  42    ,  50    ,
1151738,09/08/2015,  2    ,  52    ,  65    ,
1151743,09/08/2015,  1    ,  54    ,  75    ,
1151862,09/08/2015,  2    ,  97    ,  97    ,
1152051,09/08/2015,  1    ,  64    ,  80    ,
1152052,09/08/2015,  1    ,  62    ,  73    ,
1153456,09/08/2015,  1    ,  62    ,  73    ,
1153470,09/08/2015,  1    ,  69    ,  91    ,
1153471,09/08/2015,  1    ,  62    ,  81    ,
1153518,09/08/2015,  1    ,  41    ,  50    ,
1153519,09/08/2015,  1    ,  46    ,  71    ,
1153520,09/08/2015,  4    ,  44    ,  51    ,
1153521,09/08/2015,  1    ,  56    ,  69    ,
1153524,09/08/2015,  1    ,  56    ,  69    ,
1153528,09/08/2015,  2    ,  57    ,  71    ,
1160923,09/08/2015,  1    ,  41    ,  50    ,
1166091,09/08/2015,  2    ,  70    ,  75    ,
1166831,09/08/2015,  1    ,  41    ,  50    ,
1168831,09/08/2015,  1    ,  41    ,  50    ,
1170701,09/08/2015,  1    ,  41    ,  50    ,
1172591,09/08/2015,  1    ,  42    ,  50    ,
1172838,09/08/2015,  1    ,  41    ,  50    ,
1174680,09/08/2015,  1    ,  55    ,  69    ,
1176680,09/08/2015,  1    ,  89    ,  95    ,
1178717,09/08/2015,  2    ,  44    ,  53    ,
1184404,09/08/2015,  1    ,  79    ,  85    ,
1196189,09/08/2015,  2    ,  66    ,  77    ,
1221484,09/08/2015,  1    ,  60    ,  86    ,
1225745,09/08/2015,  2    ,  55    ,  71    ,
1232876,09/08/2015,  1    ,  46    ,  60    ,
1245775,09/08/2015,  1    ,  46    ,  60    ,
1267455,09/08/2015,  1    ,  55    ,  69    ,
1276755,09/08/2015,  1    ,  41    ,  50    ,
1279631,09/08/2015,  1    ,  42    ,  50    ,
1294511,09/08/2015,  1    ,  41    ,  50    ,
1294702,09/08/2015,  1    ,  82    ,  133    ,
1305313,09/08/2015,  1    ,  47    ,  56    ,
1310523,09/08/2015,  1    ,  47    ,  56    ,
1316043,09/08/2015,  3    ,  68    ,  72    ,
1319593,09/08/2015,  1    ,  47    ,  56    ,
1319605,09/08/2015,  1    ,  72    ,  114    ,
1343936,09/08/2015,  3    ,  91    ,  65    ,
1348733,09/08/2015,  2    ,  74    ,  95    ,
1370669,09/08/2015,  1    ,  65    ,  67    ,
1403429,09/08/2015,  2    ,  65    ,  73    ,
1411640,09/08/2015,  3    ,  69    ,  84    ,
1455486,09/08/2015,  1    ,  89    ,  95    ,
1456867,09/08/2015,  1    ,  91    ,  73    ,
1463048,09/08/2015,  2    ,  83    ,  100    ,
1463473,09/08/2015,  2    ,  44    ,  55    ,
1466196,09/08/2015,  1    ,  65    ,  52    ,
1478073,09/08/2015,  2    ,  95    ,  110    ,
101462,10/08/2015,  5    ,  57    ,  70    ,
105122,10/08/2015,  1    ,  52    ,  69    ,
105426,10/08/2015,  1    ,  114    ,  124    ,
1136019,10/08/2015,  1    ,  87    ,  95    ,
1139627,10/08/2015,  1    ,  52    ,  69    ,
1140597,10/08/2015,  1    ,  42    ,  50    ,
1141327,10/08/2015,  1    ,  42    ,  50    ,
1141563,10/08/2015,  3    ,  58    ,  58    ,
1141565,10/08/2015,  1    ,  41    ,  50    ,
1141567,10/08/2015,  2    ,  44    ,  53    ,
1143361,10/08/2015,  1    ,  94    ,  93    ,
1143403,10/08/2015,  3    ,  54    ,  62    ,
1144844,10/08/2015,  2    ,  64    ,  73    ,
1145538,10/08/2015,  1    ,  114    ,  124    ,
1145678,10/08/2015,  1    ,  41    ,  50    ,
1149642,10/08/2015,  1    ,  72    ,  114    ,
1149711,10/08/2015,  1    ,  64    ,  80    ,
1149714,10/08/2015,  1    ,  47    ,  56    ,
1151738,10/08/2015,  1    ,  114    ,  124    ,
1151862,10/08/2015,  1    ,  114    ,  124    ,
1152051,10/08/2015,  1    ,  41    ,  50    ,
1152052,10/08/2015,  3    ,  60    ,  70    ,
1153456,10/08/2015,  1    ,  69    ,  91    ,
1153460,10/08/2015,  1    ,  89    ,  95    ,
1153461,10/08/2015,  1    ,  62    ,  73    ,
1153467,10/08/2015,  2    ,  42    ,  50    ,
1153511,10/08/2015,  1    ,  62    ,  81    ,
1153515,10/08/2015,  1    ,  41    ,  50    ,
1153518,10/08/2015,  2    ,  44    ,  55    ,
1153519,10/08/2015,  2    ,  88    ,  98    ,
1153520,10/08/2015,  1    ,  42    ,  50    ,
1153521,10/08/2015,  4    ,  60    ,  73    ,
1153524,10/08/2015,  1    ,  64    ,  94    ,
1153525,10/08/2015,  1    ,  64    ,  80    ,
1153527,10/08/2015,  2    ,  88    ,  102    ,
1156658,10/08/2015,  2    ,  88    ,  82    ,
1170701,10/08/2015,  3    ,  58    ,  84    ,
1172591,10/08/2015,  1    ,  41    ,  50    ,
1172838,10/08/2015,  1    ,  41    ,  50    ,
1179050,10/08/2015,  1    ,  114    ,  124    ,
1180626,10/08/2015,  1    ,  47    ,  56    ,
1225745,10/08/2015,  1    ,  89    ,  95    ,
1226705,10/08/2015,  1    ,  83    ,  57    ,
1234443,10/08/2015,  1    ,  83    ,  57    ,
1241545,10/08/2015,  1    ,  41    ,  50    ,
1245775,10/08/2015,  1    ,  41    ,  50    ,
1269345,10/08/2015,  1    ,  52    ,  74    ,
1271440,10/08/2015,  2    ,  62    ,  92    ,
1276755,10/08/2015,  2    ,  76    ,  84    ,
1279631,10/08/2015,  1    ,  69    ,  91    ,
1287824,10/08/2015,  1    ,  41    ,  50    ,
1294422,10/08/2015,  1    ,  64    ,  80    ,
1294511,10/08/2015,  1    ,  62    ,  73    ,
1294702,10/08/2015,  1    ,  69    ,  91    ,
1295811,10/08/2015,  2    ,  44    ,  55    ,
1305313,10/08/2015,  2    ,  42    ,  50    ,
1310523,10/08/2015,  1    ,  41    ,  50    ,
1316043,10/08/2015,  1    ,  89    ,  95    ,
1319605,10/08/2015,  2    ,  63    ,  72    ,
1343936,10/08/2015,  1    ,  54    ,  75    ,
1370669,10/08/2015,  2    ,  52    ,  65    ,
1380788,10/08/2015,  1    ,  54    ,  86    ,
1403429,10/08/2015,  3    ,  69    ,  77    ,
1411640,10/08/2015,  2    ,  47    ,  53    ,
1421783,10/08/2015,  1    ,  41    ,  50    ,
1431318,10/08/2015,  1    ,  64    ,  80    ,
1458711,10/08/2015,  5    ,  45    ,  56    ,
1463473,10/08/2015,  2    ,  57    ,  73    ,
1484789,10/08/2015,  1    ,  95    ,  109    ,
105122,11/08/2015,  1    ,  41    ,  50    ,
111687,11/08/2015,  1    ,  46    ,  71    ,
1136017,11/08/2015,  2    ,  118    ,  133    ,
1136019,11/08/2015,  2    ,  93    ,  103    ,
1140597,11/08/2015,  1    ,  42    ,  50    ,
1141563,11/08/2015,  2    ,  88    ,  98    ,
1141567,11/08/2015,  1    ,  55    ,  69    ,
1143361,11/08/2015,  1    ,  114    ,  124    ,
1143363,11/08/2015,  1    ,  87    ,  95    ,
1143366,11/08/2015,  1    ,  87    ,  95    ,
1143405,11/08/2015,  1    ,  41    ,  50    ,
1144844,11/08/2015,  1    ,  46    ,  60    ,
1144860,11/08/2015,  2    ,  71    ,  79    ,
1145347,11/08/2015,  1    ,  69    ,  91    ,
1145538,11/08/2015,  2    ,  90    ,  84    ,
1145540,11/08/2015,  1    ,  46    ,  71    ,
1145678,11/08/2015,  3    ,  65    ,  65    ,
1147091,11/08/2015,  1    ,  42    ,  50    ,
1147105,11/08/2015,  1    ,  89    ,  95    ,
1147199,11/08/2015,  2    ,  53    ,  72    ,
1149639,11/08/2015,  3    ,  48    ,  67    ,
1149710,11/08/2015,  1    ,  82    ,  133    ,
1149714,11/08/2015,  1    ,  42    ,  50    ,
1151862,11/08/2015,  4    ,  75    ,  87    ,
1152049,11/08/2015,  2    ,  69    ,  93    ,
1152052,11/08/2015,  2    ,  41    ,  50    ,
1152210,11/08/2015,  1    ,  41    ,  50    ,
1153460,11/08/2015,  1    ,  41    ,  50    ,
1153519,11/08/2015,  2    ,  52    ,  62    ,
1153520,11/08/2015,  1    ,  47    ,  56    ,
1153525,11/08/2015,  1    ,  77    ,  99    ,
1156629,11/08/2015,  1    ,  79    ,  85    ,
1158938,11/08/2015,  1    ,  52    ,  74    ,
1159778,11/08/2015,  1    ,  87    ,  95    ,
1166831,11/08/2015,  2    ,  53    ,  65    ,
1168831,11/08/2015,  1    ,  42    ,  50    ,
1170701,11/08/2015,  1    ,  46    ,  71    ,
1173031,11/08/2015,  1    ,  41    ,  50    ,
1176680,11/08/2015,  2    ,  47    ,  59    ,
1178717,11/08/2015,  2    ,  70    ,  76    ,
1179050,11/08/2015,  1    ,  52    ,  55    ,
1180626,11/08/2015,  1    ,  94    ,  104    ,
1181034,11/08/2015,  1    ,  46    ,  60    ,
1196175,11/08/2015,  1    ,  41    ,  50    ,
1196189,11/08/2015,  2    ,  64    ,  96    ,
1204285,11/08/2015,  1    ,  130    ,  167    ,
1204512,11/08/2015,  2    ,  41    ,  50    ,
1204518,11/08/2015,  1    ,  83    ,  57    ,
1225745,11/08/2015,  1    ,  69    ,  91    ,
1234443,11/08/2015,  1    ,  41    ,  50    ,
1267455,11/08/2015,  1    ,  77    ,  87    ,
1275785,11/08/2015,  1    ,  107    ,  171    ,
1276755,11/08/2015,  2    ,  64    ,  98    ,
1279631,11/08/2015,  1    ,  52    ,  74    ,
1294422,11/08/2015,  1    ,  114    ,  124    ,
1305313,11/08/2015,  1    ,  41    ,  50    ,
1310523,11/08/2015,  2    ,  87    ,  108    ,
1319633,11/08/2015,  1    ,  190    ,  95    ,
1333626,11/08/2015,  4    ,  77    ,  83    ,
1340370,11/08/2015,  2    ,  106    ,  109    ,
1343936,11/08/2015,  2    ,  68    ,  77    ,
1345915,11/08/2015,  1    ,  62    ,  73    ,
1370669,11/08/2015,  3    ,  85    ,  133    ,
1403429,11/08/2015,  2    ,  74    ,  96    ,
1411640,11/08/2015,  1    ,  41    ,  50    ,
1421783,11/08/2015,  1    ,  47    ,  56    ,
1455486,11/08/2015,  1    ,  62    ,  73    ,
1456696,11/08/2015,  1    ,  46    ,  71    ,
1458711,11/08/2015,  1    ,  94    ,  133    ,
1460654,11/08/2015,  1    ,  77    ,  99    ,
1463048,11/08/2015,  2    ,  46    ,  71    ,
1463452,11/08/2015,  2    ,  83    ,  108    ,
1478073,11/08/2015,  1    ,  69    ,  91    ,
1484789,11/08/2015,  2    ,  44    ,  53    ,
101462,12/08/2015,  2    ,  58    ,  75    ,
105122,12/08/2015,  1    ,  121    ,  143    ,
111687,12/08/2015,  1    ,  62    ,  81    ,
1125040,12/08/2015,  1    ,  60    ,  86    ,
1125726,12/08/2015,  1    ,  123    ,  123    ,
1136014,12/08/2015,  1    ,  42    ,  50    ,
1136017,12/08/2015,  2    ,  92    ,  119    ,
1136019,12/08/2015,  1    ,  62    ,  73    ,
1138567,12/08/2015,  1    ,  83    ,  57    ,
1141563,12/08/2015,  1    ,  261    ,  263    ,
1141567,12/08/2015,  1    ,  42    ,  50    ,
1143363,12/08/2015,  2    ,  67    ,  62    ,
1143767,12/08/2015,  1    ,  41    ,  50    ,
1144844,12/08/2015,  2    ,  73    ,  107    ,
1144860,12/08/2015,  2    ,  53    ,  73    ,
1145005,12/08/2015,  1    ,  65    ,  67    ,
1145346,12/08/2015,  1    ,  42    ,  50    ,
1145540,12/08/2015,  1    ,  110    ,  136    ,
1145678,12/08/2015,  3    ,  55    ,  76    ,
1147019,12/08/2015,  1    ,  47    ,  56    ,
1147554,12/08/2015,  1    ,  123    ,  95    ,
1149718,12/08/2015,  1    ,  42    ,  50    ,
1151743,12/08/2015,  2    ,  65    ,  73    ,
1151862,12/08/2015,  2    ,  54    ,  76    ,
1152052,12/08/2015,  1    ,  41    ,  50    ,
1152210,12/08/2015,  1    ,  89    ,  95    ,
1153473,12/08/2015,  2    ,  49    ,  73    ,
1153474,12/08/2015,  1    ,  89    ,  95    ,
1153518,12/08/2015,  1    ,  46    ,  71    ,
1153521,12/08/2015,  4    ,  74    ,  92    ,
1153525,12/08/2015,  1    ,  79    ,  85    ,
1153526,12/08/2015,  1    ,  41    ,  50    ,
1153527,12/08/2015,  1    ,  67    ,  77    ,
1153528,12/08/2015,  2    ,  70    ,  80    ,
1159778,12/08/2015,  1    ,  42    ,  50    ,
1160923,12/08/2015,  2    ,  53    ,  58    ,
1166091,12/08/2015,  2    ,  83    ,  96    ,
1166831,12/08/2015,  1    ,  47    ,  56    ,
1174680,12/08/2015,  1    ,  47    ,  56    ,
1176680,12/08/2015,  2    ,  49    ,  65    ,
1179050,12/08/2015,  1    ,  64    ,  80    ,
1180626,12/08/2015,  2    ,  49    ,  73    ,
1181034,12/08/2015,  1    ,  114    ,  124    ,
1181434,12/08/2015,  2    ,  55    ,  78    ,
1221484,12/08/2015,  1    ,  41    ,  50    ,
1225244,12/08/2015,  1    ,  41    ,  50    ,
1225745,12/08/2015,  3    ,  63    ,  87    ,
1231645,12/08/2015,  1    ,  62    ,  73    ,
1234443,12/08/2015,  1    ,  95    ,  109    ,
1241545,12/08/2015,  1    ,  41    ,  50    ,
1245775,12/08/2015,  3    ,  48    ,  61    ,
1276755,12/08/2015,  1    ,  64    ,  94    ,
1287824,12/08/2015,  2    ,  72    ,  76    ,
1294422,12/08/2015,  1    ,  56    ,  81    ,
1294511,12/08/2015,  5    ,  52    ,  69    ,
1294702,12/08/2015,  2    ,  65    ,  73    ,
1295811,12/08/2015,  4    ,  54    ,  58    ,
1305313,12/08/2015,  1    ,  41    ,  50    ,
1310523,12/08/2015,  1    ,  47    ,  56    ,
1316043,12/08/2015,  1    ,  87    ,  95    ,
1319605,12/08/2015,  2    ,  60    ,  67    ,
1333626,12/08/2015,  1    ,  87    ,  133    ,
1343936,12/08/2015,  2    ,  67    ,  83    ,
1345915,12/08/2015,  1    ,  56    ,  69    ,
1348733,12/08/2015,  1    ,  46    ,  60    ,
1363619,12/08/2015,  1    ,  79    ,  85    ,
1370669,12/08/2015,  1    ,  56    ,  81    ,
1380788,12/08/2015,  2    ,  60    ,  75    ,
1411640,12/08/2015,  1    ,  121    ,  143    ,
1431318,12/08/2015,  1    ,  42    ,  50    ,
1434555,12/08/2015,  1    ,  79    ,  85    ,
1455486,12/08/2015,  1    ,  47    ,  56    ,
1456867,12/08/2015,  1    ,  114    ,  124    ,
1460649,12/08/2015,  1    ,  46    ,  60    ,
1463048,12/08/2015,  1    ,  41    ,  50    ,
1463452,12/08/2015,  2    ,  59    ,  75    ,
1466903,12/08/2015,  1    ,  41    ,  50    ,
1478073,12/08/2015,  1    ,  82    ,  133    ,
1484789,12/08/2015,  1    ,  60    ,  86    ,
101462,13/08/2015,  2    ,  48    ,  65    ,
105122,13/08/2015,  2    ,  87    ,  124    ,
111687,13/08/2015,  1    ,  58    ,  80    ,
1125726,13/08/2015,  1    ,  82    ,  133    ,
1136014,13/08/2015,  3    ,  57    ,  65    ,
1136017,13/08/2015,  5    ,  68    ,  79    ,
1136019,13/08/2015,  1    ,  79    ,  85    ,
1136020,13/08/2015,  3    ,  79    ,  69    ,
1139627,13/08/2015,  1    ,  120    ,  120    ,
1141563,13/08/2015,  8    ,  63    ,  80    ,
1141564,13/08/2015,  1    ,  41    ,  50    ,
1141565,13/08/2015,  1    ,  79    ,  85    ,
1141567,13/08/2015,  1    ,  79    ,  85    ,
1143361,13/08/2015,  1    ,  62    ,  65    ,
1143363,13/08/2015,  3    ,  79    ,  98    ,
1143366,13/08/2015,  1    ,  41    ,  50    ,
1143403,13/08/2015,  1    ,  41    ,  50    ,
1144844,13/08/2015,  3    ,  87    ,  114    ,
1144860,13/08/2015,  1    ,  52    ,  55    ,
1145000,13/08/2015,  3    ,  74    ,  91    ,
1145299,13/08/2015,  1    ,  52    ,  69    ,
1145347,13/08/2015,  2    ,  52    ,  65    ,
1145538,13/08/2015,  10    ,  62    ,  84    ,
1145540,13/08/2015,  4    ,  77    ,  104    ,
1147019,13/08/2015,  2    ,  83    ,  108    ,
1147199,13/08/2015,  1    ,  47    ,  56    ,
1147528,13/08/2015,  1    ,  41    ,  50    ,
1147541,13/08/2015,  1    ,  41    ,  50    ,
1149639,13/08/2015,  1    ,  46    ,  71    ,
1149642,13/08/2015,  1    ,  62    ,  81    ,
1149710,13/08/2015,  1    ,  79    ,  85    ,
1149714,13/08/2015,  1    ,  130    ,  142    ,
1149718,13/08/2015,  3    ,  62    ,  77    ,
1151738,13/08/2015,  1    ,  41    ,  50    ,
1152052,13/08/2015,  1    ,  87    ,  95    ,
1152210,13/08/2015,  1    ,  41    ,  50    ,
1153456,13/08/2015,  3    ,  44    ,  52    ,
1153461,13/08/2015,  2    ,  47    ,  59    ,
1153463,13/08/2015,  1    ,  42    ,  50    ,
1153471,13/08/2015,  1    ,  77    ,  124    ,
1153473,13/08/2015,  1    ,  54    ,  79    ,
1153518,13/08/2015,  1    ,  46    ,  67    ,
1153519,13/08/2015,  1    ,  62    ,  81    ,
1153521,13/08/2015,  1    ,  64    ,  80    ,
1153524,13/08/2015,  1    ,  114    ,  133    ,
1153528,13/08/2015,  3    ,  51    ,  70    ,
1153531,13/08/2015,  1    ,  67    ,  77    ,
1158938,13/08/2015,  1    ,  95    ,  109    ,
1166091,13/08/2015,  3    ,  48    ,  60    ,
1166831,13/08/2015,  1    ,  114    ,  133    ,
1168831,13/08/2015,  1    ,  89    ,  95    ,
1172838,13/08/2015,  1    ,  114    ,  133    ,
1173031,13/08/2015,  3    ,  60    ,  74    ,
1176680,13/08/2015,  1    ,  64    ,  94    ,
1178717,13/08/2015,  2    ,  94    ,  102    ,
1180626,13/08/2015,  2    ,  49    ,  70    ,
1181034,13/08/2015,  4    ,  63    ,  73    ,
1181434,13/08/2015,  2    ,  71    ,  79    ,
1196175,13/08/2015,  1    ,  55    ,  67    ,
1196189,13/08/2015,  1    ,  41    ,  50    ,
1216328,13/08/2015,  1    ,  69    ,  114    ,
1221484,13/08/2015,  4    ,  55    ,  72    ,
1225244,13/08/2015,  1    ,  65    ,  67    ,
1234443,13/08/2015,  1    ,  41    ,  50    ,
1241545,13/08/2015,  1    ,  54    ,  79    ,
1269345,13/08/2015,  1    ,  58    ,  80    ,
1276755,13/08/2015,  1    ,  46    ,  71    ,
1276765,13/08/2015,  2    ,  57    ,  82    ,
1279631,13/08/2015,  1    ,  41    ,  50    ,
1294422,13/08/2015,  2    ,  59    ,  74    ,
1294702,13/08/2015,  1    ,  190    ,  95    ,
1295811,13/08/2015,  1    ,  41    ,  50    ,
1310523,13/08/2015,  4    ,  46    ,  59    ,
1333626,13/08/2015,  2    ,  53    ,  73    ,
1340370,13/08/2015,  1    ,  47    ,  56    ,
1345915,13/08/2015,  1    ,  41    ,  50    ,
1356241,13/08/2015,  1    ,  41    ,  50    ,
1363619,13/08/2015,  1    ,  77    ,  124    ,
1370669,13/08/2015,  4    ,  65    ,  109    ,
1398161,13/08/2015,  1    ,  52    ,  69    ,
1403429,13/08/2015,  1    ,  54    ,  79    ,
1429125,13/08/2015,  1    ,  41    ,  50    ,
1444116,13/08/2015,  1    ,  41    ,  50    ,
1456867,13/08/2015,  1    ,  42    ,  50    ,
